,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
14907,0.5884187,0.79420936,0.61542237,0.8077112,0.5248486,0.7624243,0.51069504,0.7553475,0.62124646,0.8106232,0.5585686,0.7792843,0.6024391,0.8012196,0.6208248,0.8104124,0.5680723,0.78403616,0.5639317,0.78196585
14914,0.73255455,0.8662773,0.6096523,0.80482614,0.56993085,0.7849654,0.571972,0.785986,0.6658547,0.83292735,0.65941197,0.82970595,0.5830126,0.7915063,0.6222125,0.81110626,0.60612905,0.8030645,0.59630454,0.79815227
14916,0.72323126,0.86161566,0.72428167,0.86214083,0.6186048,0.8093024,0.6321416,0.8160708,0.67499566,0.83749783,0.6396934,0.8198467,0.63834465,0.8191723,0.67579925,0.8378996,0.68532914,0.8426646,0.65353286,0.82676643
14930,0.7493495,0.87467474,0.640627,0.8203135,0.66895294,0.8344765,0.5971735,0.7985867,0.7035298,0.8517649,0.7563744,0.8781872,0.6565305,0.82826525,0.7103946,0.8551973,0.6777073,0.83885366,0.7183212,0.8591606
14932,0.6076725,0.8038362,0.63255405,0.816277,0.5884077,0.7942039,0.54281664,0.7714083,0.5954976,0.7977488,0.658064,0.829032,0.63022476,0.81511235,0.63493186,0.8174659,0.6752045,0.83760226,0.67529845,0.8376492
14939,0.73778105,0.8688905,0.6687168,0.8343584,0.6772661,0.83863306,0.5925095,0.79625475,0.6797956,0.8398978,0.76163757,0.8808188,0.66851044,0.8342552,0.6987407,0.84937036,0.66978383,0.8348919,0.74193287,0.87096643
14947,0.70635235,0.8531762,0.64567006,0.822835,0.60815084,0.8040754,0.5765815,0.78829074,0.6371317,0.81856585,0.71438307,0.85719156,0.6338177,0.81690884,0.670753,0.8353765,0.6626158,0.8313079,0.6838932,0.8419466
15180,0.64603686,0.82301843,0.6346817,0.81734085,0.6317398,0.8158699,0.61142015,0.8057101,0.5815252,0.7907626,0.5980227,0.79901135,0.5363522,0.7681761,0.574991,0.7874955,0.6255719,0.812786,0.5866117,0.7933059
15240,0.57787716,0.7889386,0.559096,0.779548,0.5389007,0.7694503,0.5341214,0.7670607,0.62232864,0.8111643,0.59512603,0.797563,0.6476397,0.8238199,0.5896357,0.79481786,0.5572238,0.7786119,0.6338519,0.81692594
15339,0.6174885,0.80874425,0.6917634,0.8458817,0.5848948,0.7924474,0.6098205,0.80491024,0.5757098,0.7878549,0.53866196,0.769331,0.5422817,0.7711408,0.6440745,0.8220372,0.5740874,0.7870437,0.5722954,0.7861477
15419,0.7954252,0.8977126,0.7024346,0.85121727,0.69387066,0.84693533,0.6237419,0.81187093,0.71480906,0.85740453,0.7342392,0.8671196,0.672924,0.836462,0.72193134,0.86096567,0.67710626,0.83855313,0.7247309,0.8623655
15425,0.7562214,0.8781107,0.6824825,0.84124124,0.69581056,0.8479053,0.6585838,0.82929194,0.7089945,0.85449725,0.7395187,0.8697593,0.634666,0.817333,0.71761274,0.8588064,0.6743633,0.8371817,0.7162676,0.8581338
15426,0.6969677,0.84848386,0.69639206,0.848196,0.6350701,0.81753504,0.56766343,0.7838317,0.6331866,0.8165933,0.6203438,0.8101719,0.55476654,0.77738327,0.6765032,0.8382516,0.5985551,0.79927754,0.5890399,0.79451996
15474,0.75930107,0.87965053,0.74266756,0.8713338,0.7210771,0.86053854,0.66115,0.830575,0.72140867,0.8607043,0.71549714,0.85774857,0.64697325,0.8234866,0.7078897,0.85394484,0.6488991,0.82444954,0.699527,0.8497635
15519,0.67602634,0.8380132,0.71105194,0.855526,0.6442813,0.8221407,0.58405083,0.79202545,0.6729321,0.8364661,0.6359372,0.8179686,0.6524942,0.8262471,0.66173995,0.83087,0.6657014,0.8328507,0.6613178,0.8306589
15524,0.7354951,0.86774755,0.7847352,0.8923676,0.7148546,0.8574273,0.6680444,0.83402216,0.7461369,0.87306845,0.7147795,0.85738975,0.7341973,0.8670987,0.75876725,0.8793836,0.7608634,0.8804317,0.77062076,0.8853104
15589,0.7360968,0.8680484,0.7192399,0.85962,0.6928617,0.84643084,0.6470858,0.8235429,0.7078836,0.8539418,0.6650901,0.83254504,0.67464995,0.837325,0.7003753,0.85018766,0.66856694,0.8342835,0.6909572,0.8454786
15679,0.593284,0.796642,0.56673217,0.7833661,0.4471404,0.7235702,0.5560609,0.77803046,0.5915953,0.79579765,0.61144286,0.8057214,0.63483614,0.8174181,0.5910537,0.79552686,0.6624128,0.83120644,0.6474285,0.82371426
15743,0.76765114,0.88382554,0.72364306,0.86182153,0.645251,0.8226255,0.61765194,0.80882597,0.7363781,0.86818904,0.7576729,0.87883645,0.74747705,0.8737385,0.7489027,0.87445134,0.7042551,0.85212755,0.75323594,0.87661797
16036,0.81392145,0.9069607,0.7237281,0.8618641,0.6890657,0.84453285,0.67321897,0.8366095,0.74465054,0.8723253,0.7121748,0.8560874,0.6523928,0.82619643,0.7396585,0.86982924,0.66737735,0.8336887,0.691607,0.8458035
16039,0.69311345,0.8465567,0.65170896,0.8258545,0.6460762,0.8230381,0.64674366,0.8233718,0.5956068,0.7978034,0.56749415,0.7837471,0.53977436,0.7698872,0.63297737,0.8164887,0.60578203,0.802891,0.5510515,0.77552575
16064,0.7934116,0.8967058,0.79661053,0.8983053,0.66903305,0.8345165,0.66908187,0.83454096,0.8207303,0.91036516,0.7463813,0.87319064,0.72916865,0.8645843,0.7836244,0.8918122,0.7027459,0.85137296,0.73137915,0.8656896
